artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
Wookie,Storm,,,31,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Cooly G,Love Dub,,,32,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Cooly G,Dis Boy Pt. 4,,,33,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Cooly G,Up In My Head,,,34,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Solu Music,Fade,,,35,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Blaze,Wishing You Were Here (Joey Negro Extended Mix),,,36,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Jon Cutler,Dawn,,,37,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Raul Midón,Sunshine (I Can Fly),,,38,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
DJ Gregory,Elle,,,39,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Peter Kruder,Root Down,,,40,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Soil & 'Pimp' Sessions,Waltz for Goddess,,,41,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Sunship,Almighty Father (Solid Groove's Undergound Mix),,,42,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Acen,Androids Who Dream,,,43,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Mala,Anti War Dub,,,44,Gilles Peterson,All Day Rave 00s,2022-08-13T15:00:00+01:00
Gang Starr,Jazz Thing,,Sony Music,0,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Lisa Lisa & Cult Jam,Let The Beat Hit Em,,Columbia Records,1,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Mayhem,Nasty Funk,,Mayhem,2,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Sounds of Blackness,Optimistic,,A & M Records,3,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Mary J. Blige,Reminisce (Remix),,UMG Recordings,4,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Main Source,Live At The Barbeque,,Wild Pitch Records,5,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Chubb Rock,Treat 'Em Right,,Select Records,6,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Roy Davis Jr.Peven Everett,Gabrielle,,Large Music LLC,7,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Theo Parrish,Walking Thru The Sky,,Sound Signature,8,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Laurent Garnier,Formax,,F Communications,9,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Laurent Garnier,Wake Up,,Wagram Music,10,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Laurent GarnierMix Master Doody,(Let Everybody) Join Hands,,Wagram Music,11,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Funtopia,Do You Wanna Know,,Dance Opera,12,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Laurent Garnier,Harmonic Groove,,F Communications,13,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
MC Solaar,Bouge De La,,Sentinel Ouest,14,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Mèlaaz,Non Non Non,,BMG,15,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Moloko,Where Is The What If The What Is In Why,,The Echo Label LTD,16,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Mica Paris,I Should've Known Better,,Island Records,17,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Spacek,Eve,,Island Records,18,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Chris Bowden,Mother And Daughters Now Mothers,,Soul Jazz Records,19,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Erykah Badu,On & On,,Universal Records,20,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Major Force Productions,Essential Dub,,File Records,21,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Plaid,Scoobz in Columbia,,General Production Recordings,22,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Galliano,Thunderhead (House Trip),,Talkin' Loud,23,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
CajmereDajaé,Brighter DaysDajaé,,Streetheat Music,24,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
London Posse,How's Life In London,,Bullett Records,25,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Massive Attack,Unfinished Sympathy (Nellee Hooper 12' Mix),,Virgin Records,26,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Soul II Soul,Courtney Blows,,Virgin Records,27,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
London Posse,Jump Around (Censored Mix),,Tru Thoughts,28,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
DobieNinety-9,RadoxNinety-9,,BBE,29,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Dr. Octagon,Earth People,,Bulk Recordings,30,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Da Beat TerroristsBig Willy Smith,Wearing Make upBig Willy Smith,,Funky Ass Records,31,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Raw,Linguistic Ventriloquist,,Tetrahedron,32,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Skillz,The Nod Factor,,Atlantic Recording,33,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Missy Elliott,She's A What,,EastWest Records America,34,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Bahamadia,Uknowhowwedo,,Capitol Records,35,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Roni SizeBahamadiaRoni Size / Reprazent,New FormsBahamadiaRoni Size / Reprazent,,Mercury Records LTD,36,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Tom and Jerry,Maximum Style,,Jet Star Music,37,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
4hero,Parallel Universe,,Reinforced Records,38,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Pete MagadiniGeorge DukeDon MenzaDave Young,Samba De RollinsGeorge DukeDon MenzaDave Young,,Ibis Recording,39,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
Jamiroquai,Too Young To Die,,Sony Music,40,Gilles Peterson,All Day Rave 90s,2022-08-06T15:00:00+01:00
New Order,True Faith,(CD Single),QWest,0,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Nami Shimada,Mitsumeteirunoni,,Nippon Columbia Co,1,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
The Cure,Lullaby,,,2,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
PrinceThe Revolution,I Would Die 4 U,4Ever,Warner Bros,3,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
52nd Street,Tell Me (How It Feels),Children of the Night,MCA Records,4,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Akida,Sagemode,,,5,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
El Shimada,Moon,,,6,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Mo Aung,Marionette,EP,Beat Kitchen Records,7,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Jitwam,The Get Down,Third,Roya,8,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Eman Louis,Trap Makossa,Afro Jazz Trap,ET Entertainment,9,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Rickster,Night Moves,Single,High Fashion Music,10,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Tears for Fears,Head Over Heels,Rule The World: The Greatest Hits,Virgin EMI Records,11,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Dennis Brown,Why Baby Why,Love Has Found Its Way,UMG Recordings,12,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Michael Jackson,Billie Jean,Walk On - Hits From The Last 2 Decade,Columbia,13,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Womack & Womack,Teardrops,And They Danced All Night,Debutante,14,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Qazi and Qazi,Weight Of Your Bones,Single,Qazi and Qazi,15,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Bilal Muhammad,For You,,,16,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Mela Femmina,Hello Chic,,Slow Dance Recordings,17,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Saqib & Haider Uppal,Lahore,EP,Dream Culture,18,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Findom,The Living Standard,,,19,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
808 State,Narcossa,,,20,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
A Guy Called Gerald,Escape II,Hot Lemonade,Rham Records,21,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
A Certain Ratio,Loss,To Each,Mute Artists,22,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Findom,Exhume The Line,,,23,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Joy Division,Disorder (Live),The Best Of,London Records 90 LTD,24,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Mr. Fingers,Can You Feel It,,Trax,25,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Kool & the Gang,Fresh,Soul  (Various Artists),Polygram Tv,26,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Maze featuring Frankie BeverlyFrankie Beverly,Southern Girl,The Greatest Hits: Lifelines Volume 1,Capitol Records,27,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
Dennis EdwardsSiedah Garrett,Don't Look Any Further,Dancing In The Street  (Various Artis,Universal Music Tv,28,Gilles Peterson,"Nabihah Iqbal sits in: All Day Rave 80s, Aldous RH",2022-07-30T15:00:00+01:00
